naam,plaats,website
Stichting The New School for Information Services,Amsterdam,www.thenewschool.nl
Stichting Thomas More Hogeschool,Rotterdam,www.thomasmorehs.nl
Stichting Utrecht University Model United Nations Foundation,Utrecht,www.uumun.nl
Stichting Vakopleidingen Metaal West-Brabant,Oudenbosch,www.vakopleidingmetaal.nl
Stichting VBA Opleidingsinstituut Morreau,Amstelveen,cfasociety.nl
Stichting vertalersvakschool Amsterdam,Amsterdam,
Stichting Voortgezette Opleiding Docent Dansexpressie,Harderwijk,www.docentdansimprovisatie.nl
Stichting Vrije Academie Nunspeet,Nunspeet,www.vrijeacademienunspeet.nl
Stichting Vrijwilligersacademie Amsterdam,Amsterdam,www.vrijwilligersacademie.net
Stichting Wateropleidingen,Nieuwegein,www.wateropleidingen.nl
StressWise Academy,Hilversum,www.stresswiseacademy.nl
Strongwood Opleidingen,Zaandam,www.strongwood.net
SustainHealth Academy,South Melbourne,www.sustainhealthacademy.com.au
Swolscheschool,Zwolle,www.swolscheschool.nl
Symbol Edu B.V.,Enschede,
"Synergieadvies, Opleiding Holistisch Lesgeven",Almere,www.holistischlesgeven.com
't WEB Vakopleidingen VoF,Hoogeveen,www.tweb.nl
T.M.C. Asser Instituut,Den Haag,www.asser.nl
TA academie opleidingen B.V. t.h.o.d.n. TA academie,Zeist,www.ta-academie.nl
Taalinstituut De Wester,Alkmaar,leereentaal.nl
TAC Academy BV,Waalwijk,www.tacacademy.nl
Taleninstituut Amsterdam,Amsterdam,www.nederlandsvoordegezondheidszorg.nl
Talent College B.V.,Zwolle,www.talentcollege.nl
Talland College,Alkmaar,www.talland.nl
Tarab Instituut Nederland,Nijmegen,www.tarab-instituut.nl
Tasso Instituut,Amersfoort,www.tasso.nl
Taxiwerq Opleiding & Ontwikkeling BV,Hoogeveen,www.taxiwerq.nl
TC Academy B.V.,Rotterdam,www.tcacademy.nl
TCCM Academie,Maastricht,www.tccmacademie.nl
Technicom Opleidingen B.V.,Hoogvliet,www.technicom.nl
Ten Have en Partners opleiding en Training,Heusden,www.tenhaveenpartners.nl
Teshura Styling Make-up Academy,Zaandam,www.teshura.nl
TG Academy,Amsterdam,www.tgacademy.nl
The BD School,Rotterdam,
The Color College,Amsterdam,www.thecolorcollege.nl
The Decision Institute vof,Amsterdam,www.thedecisioninstitute.org
"The Escal Institute of Advanced Technologies, Inc., (SANS Institute)","North Bethesda, Md 20852",www.sans.org
The Female Way Academy,Amsterdam,
The Financial Markets Academy,'s-Gravenhage,www.tfma.nl
The Fundraising School,Emmeloord,
The International Academy of Osteopathy,Gent,www.osteopathie.eu
The International Butler Academy BV,Simpelveld,www.butlerschool.com
The Physiology Academy,Alphen Aan Den Rijn,www.physiology-academy.nl
The Realest Barber Academy,Utrecht,
The Recess College,London,www.recesscollege.org
The School of Life (Impahla BV),Amsterdam,www.theschooloflife.com
Theateropleiding Selma Susanna,Amsterdam,www.selmasusanna.nl
Theaterschool De Trap BV,Amsterdam,www.detrap.nl
Theaterschool Utrecht,Utrecht,www.theaterschoolutrecht.nl
Thomas More Leiderschapsacademie,Rotterdam,www.tm-leiderschapsacademie.nl
Thorax Academie,Apeldoorn,www.thoraxacademie.org
TIAS Business School,Tilburg,www.tias.edu
Tienopleidingen,Rijswijk,www.tienopleidingen.nl
Tientjes Academie,Breda,www.tientjesacademie.nl
TiGO Academy,Barneveld,www.tigoacademy.nl
TIM Academie,Noordwijk Zh,www.timacademie.nl
Tim Koldenhof Producties V.O.F. / De Nederlandse Acteursschool,Apeldoorn,www.denederlandseacteursschool.nl
Tinley Academie B.V.,Ter Apelkanaal,www.tinleyacademie.nl
TMO Fashion Business School B.V.,Doorn,
TNP academy,Genemuiden,www.smitsupplychainadvies.nl
To Be Academy,Doorn,www.tobe.academy
Tolk Lab Academy,Wageningen,www.tolklab.nl
Total Health Opleidingen B.V.,Breda,www.totalhealth.eu
Traditional Chinese Medicine Academie Nederland (TCMA),Amsterdam,www.tcma.nl
Transcare-academy,Groningen,www.transcare.nl
Transport Academie B.V.,Amsterdam,www.busacademie.nl
Triangular Group Academy,Heerle,www.triangulargroup.com
Troostwijk Academy,Amsterdam,www.troostwijk.nl
Tulipan - Nederlandse Taalschool voor Polen,Capelle a/d IJssel,www.tulipanrotterdam.nl
Turbo Theorie Opleidingen BV,Wateringen,www.turbotheorievrachtwagen.nl/
Twynstra Gudde Opleidingen en Trainingen B.V.,Amersfoort,www.twynstragudde.nl
Typeopleiding B.V. t.h.o.d.n. De Typetuin,Udenhout,www.typetuin.nl/
Uitvaartopleiding Puur Aandacht,Albergen,www.puuraandacht.nl
Uniek Academy bv,Amersfoort,uniekacademy.nl
Unique Academy BV,Eindhoven,www.denkfysio.nl
Universal Voice Institute,Amsterdam,www.universalvoice.nl
University of Leicester,Leicester,le.ac.uk/
Upledger Instituut Nederland,De Bilt,www.upledger.nl
Urologisch Opleidings Instituut,Utrecht,
UX Academy,Amsterdam,www.uxacademy.nl
van Buuren beroepsopleidingen b.v.,Pijnacker,www.vbuuren.nl
Van de Bunt Academie,Amsterdam,
Van de Weerd Academy BV (Vonera Uitvaartopleidingen,Cuijk,vonera.nl
Van der Staay Opleidingen,Overveen,
Van Praag Instituut voor Mens en Toekomst,Utrecht,www.vanpraaginstituut.nl
Van Velzen Development opleidingen bv,Rijnsburg,vanvelzendevelopment.nl
van Vugt beroepsopleidingen BV,Wognum,
Vanberkel Academy B.V.,Zoetermeer,www.vbprofs.nl/dienstverlening/vanberkel-academy
Variva Edu Academy,Someren,www.variva.nl
V-cirkel Academie,Laren nh,www.vcirkelacademie.nl
VDH Onderwijs & Opleidingen,Maastricht,
Veerkracht College,Rijswijk (nb),www.veerkrachtcollege.nl
Verlies & Verder -Academie van Leven,Rotterdam,www.academievanleven.nl
Vermeulen opleidingen en vorming,Zutphen,www.vov-opleidingen.nl
Vervoerscollege Venlo,Venlo,www.vervoerscollegevenlo.nl
Verwey-Jonker Instituut,Utrecht,www.verwey-jonker.nl
VIC.academy,Kekerdom,www.vicacademy.nl
VINE Instituut voor Verbindende Communicatie B.V.,Doorn,www.vinetraining.nl
Vinova Opleidingen B.V.,Beugen,www.vinova.nl
VIP opleidingen BV,Nijmegen,www.vip-rijinstructeuropleiding.nl
Vita Opleidingen B.V.,Zeewolde,www.vitaopleidingen.nl
Vitaal Academy,Hapert,www.vitaal-academy.nu
Vlerick Business School,Gent,www.vlerick.com
Vlokhoven Opleidingen,Breda,https://www.vlokhovenopleidingen.nl/
Voetenacademie,Heiloo,www.voeten-academie.nl
Volver Sound Academy,Tilburg,www.volversoundacademy.nl
VONK cursussen en bedrijfsopleidingen,Den helder,www.vonknh.nl
VOS Opleidingsbedrijf BV,Roermond,www.voscompany.nl
Vrije Academie 't Pad,Opheusden,www.vrijeacademiehetpad.nl
Vrije Hogeschool,Zeist,www.vrijehogeschool.nl
Wagner | Graduate School BV,Groningen,
Wedding Business Academy Nederland,Alblasserdam,www.weddingbusinessacademy.nl
Weijs & Hooft opleiding BV,Horst,www.weijshooft.nl
Wellness Academie B.V.,Amsterdam,www.wellnessacademie.com
Wereldpaden Academy,Kerkrade,www.wereldpaden.nl
westlandse mode vakschool,Naaldwijk,www.westlandsemodevakschool.nl
Wetenschap en Opleiding Radiologie Twente,Almelo,
Wielwerk Opleidingen,Culemborg,www.wielwerkopleidingen.nl
Wijkzorg Academie,Mierlo,www.wijkzorgacademie.nl
Wij-leren.nl Holding BV - Wij-leren.nl Academie,Ede,wij-leren.online/
Wij-leren.nl Schoolontwikkeling,Ede,www.wij-leren.nl/aanbod-schoolontwikkeling.php
Wilde Kastanje Training & Opleiding,Culemborg,www.wildekastanje.nl
Winc Academy,Amsterdam,www.wincacademy.nl
Wisseloord Academy Hilversum,Hilversum,www.wisseloord.nl
Wolves Opleidingen B.V.,Rijswijk,www.vrachtwagenopleiding.nl
Women's Health Academy,Bathmen,www.whacademy.nl
Work21 Academy B.V.,Utrecht,www.work21-academy.nl
WWZ Academie B.V.,Rotterdam,wwz-academie.nl
Wyzer Academie B.V.,Utrecht,www.wyzer.nl
Xebia Academy B.V.,Hilversum,xebia.com/academy/nl/nl/
Yource Academy BV,Rotterdam,www.yource.work/wft-learning
ZKM opleiding Reflection & Action,Zeist,www.opleidingzelfkennismethode.nl
ZoMa Opleidingen Oost B.V.,Westervoort,www.zoma-opleidingen.nl
ZoMa Opleidingen West BV,Moerkapelle,zoma-opleidingen.nl
Zonnevlecht Academie B.V. t.h.o.d.n. Bioresonantie Academie / Apilus Academie,Apeldoorn,www.bioresonantieacademie.nl
Zonnevlecht Opleidingen,Wijk en Aalburg,www.zonnevlechtopleidingen.nl
Zoom Academy,Haarlem,zoomacademy.nl
Zorgteamtraining t.h.o.d.n. Schoolteamtraining en Jan van Baardewijk,Putten,www.zorgteamtraining.nl
ZuiderbosAcademie,Vught,www.zuiderbosacademie.nl
Zuster Brenda Opleiding Centrum,Rotterdam,
